Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,0.46274998784065247,0.46549999713897705,0.45274999737739563,0.4622499942779541,0.42398810386657715,800204000
2010-01-05,0.46050000190734863,0.4740000069141388,0.46050000190734863,0.4690000116825104,0.4301793575286865,728648000
2010-01-06,0.46875,0.4729999899864197,0.46424999833106995,0.47200000286102295,0.4329310953617096,649168000
2010-01-07,0.46950000524520874,0.4715000092983246,0.45925000309944153,0.46274998784065247,0.4244467318058014,547792000
2010-01-08,0.45899999141693115,0.46700000762939453,0.45625001192092896,0.4637500047683716,0.4253639876842499,478168000
2010-01-11,0.4662500023841858,0.46825000643730164,0.4507499933242798,0.4572499990463257,0.41940194368362427,556612000
2010-01-12,0.4505000114440918,0.45225000381469727,0.4322499930858612,0.4417499899864197,0.40518489480018616,627432000
2010-01-13,0.44475001096725464,0.4492500126361847,0.42750000953674316,0.4477500021457672,0.4106883406639099,508868000
2010-01-14,0.44225001335144043,0.445499986410141,0.4332500100135803,0.44075000286102295,0.4042677581310272,608524000
2010-01-15,0.4375,0.4412499964237213,0.421999990940094,0.42774999141693115,0.39234375953674316,818192000
2010-01-19,0.4244999885559082,0.43849998712539673,0.4232499897480011,0.43575000762939453,0.39968159794807434,545328000
2010-01-20,0.43024998903274536,0.43575000762939453,0.4244999885559082,0.4339999854564667,0.39807650446891785,719728000
2010-01-21,0.4337500035762787,0.4415000081062317,0.42225000262260437,0.42625001072883606,0.3909679055213928,608632000
2010-01-22,0.42124998569488525,0.42899999022483826,0.4090000092983246,0.4115000069141388,0.37743887305259705,1067916000
2010-01-25,0.4182499945163727,0.42649999260902405,0.4152500033378601,0.41850000619888306,0.3838594853878021,643676000
2010-01-26,0.4165000021457672,0.4192500114440918,0.4050000011920929,0.40525001287460327,0.3717062175273895,714636000
2010-01-27,0.4050000011920929,0.4177500009536743,0.40049999952316284,0.41624999046325684,0.38179558515548706,812504000
2010-01-28,0.4194999933242798,0.42100000381469727,0.39649999141693115,0.4022499918937683,0.36895444989204407,687764000
2010-01-29,0.40674999356269836,0.4112499952316284,0.3787499964237213,0.38475000858306885,0.3529031276702881,774700000
2010-02-01,0.38624998927116394,0.41499999165534973,0.382999986410141,0.414249986410141,0.37996119260787964,949832000
2010-02-02,0.4127500057220459,0.42375001311302185,0.4115000069141388,0.41850000619888306,0.3838594853878021,849812000
2010-02-03,0.41475000977516174,0.42375001311302185,0.4127500057220459,0.421999990940094,0.3870697617530823,562296000
2010-02-04,0.4182499945163727,0.4182499945163727,0.3930000066757202,0.39750000834465027,0.36459773778915405,783480000
2010-02-05,0.3970000147819519,0.4065000116825104,0.38999998569488525,0.40549999475479126,0.3719353675842285,604856000
2010-02-08,0.40424999594688416,0.41449999809265137,0.39675000309944153,0.4047499895095825,0.3712475299835205,445160000
2010-02-09,0.4112499952316284,0.41324999928474426,0.39750000834465027,0.40149998664855957,0.36826658248901367,930144000
2010-02-10,0.40400001406669617,0.4129999876022339,0.4012500047683716,0.4092499911785126,0.37537503242492676,535828000
2010-02-11,0.41574999690055847,0.4325000047683716,0.4127500057220459,0.42800000309944153,0.39257314801216125,695980000
2010-02-12,0.42500001192092896,0.4424999952316284,0.4202499985694885,0.4337500035762787,0.39784711599349976,780212000
2010-02-16,0.43950000405311584,0.44350001215934753,0.43424999713897705,0.4417499899864197,0.40518489480018616,457024000
2010-02-17,0.44725000858306885,0.44749999046325684,0.4332500100135803,0.44600000977516174,0.40908315777778625,876560000
2010-02-18,0.42149999737739563,0.42375001311302185,0.40525001287460327,0.4167500138282776,0.38225433230400085,1515508000
2010-02-19,0.41499999165534973,0.4194999933242798,0.4124999940395355,0.41449999809265137,0.38019049167633057,510548000
2010-02-22,0.41624999046325684,0.42250001430511475,0.4124999940395355,0.4152500033378601,0.38087838888168335,458084000
2010-02-23,0.4165000021457672,0.4182499945163727,0.4009999930858612,0.40525001287460327,0.3717062175273895,489764000
2010-02-24,0.4087499976158142,0.4177500009536743,0.4074999988079071,0.4137499928474426,0.37950265407562256,445868000
2010-02-25,0.40424999594688416,0.41100001335144043,0.39399999380111694,0.4099999964237213,0.3760630190372467,576972000
2010-02-26,0.40799999237060547,0.41100001335144043,0.4025000035762787,0.4050000011920929,0.3714768886566162,393396000
2010-03-01,0.40525001287460327,0.4232499897480011,0.4020000100135803,0.42124998569488525,0.3863818347454071,555868000
2010-03-02,0.42500001192092896,0.43024998903274536,0.4180000126361847,0.42100000381469727,0.38615259528160095,538648000
2010-03-03,0.4235000014305115,0.4257499873638153,0.41225001215934753,0.41574999690055847,0.38133707642555237,399300000
2010-03-04,0.41749998927116394,0.4207499921321869,0.4112499952316284,0.4165000021457672,0.38202497363090515,557396000
2010-03-05,0.41350001096725464,0.4322499930858612,0.41350001096725464,0.42925000190734863,0.3937196135520935,632832000
2010-03-08,0.429500013589859,0.4307500123977661,0.42124998569488525,0.4230000078678131,0.387986958026886,439312000
2010-03-09,0.4272499978542328,0.4429999887943268,0.4269999861717224,0.4387499988079071,0.4024333357810974,830832000
2010-03-10,0.4375,0.44449999928474426,0.4372499883174896,0.43974998593330383,0.40335047245025635,418520000
2010-03-11,0.4362500011920929,0.4377500116825104,0.42800000309944153,0.429749995470047,0.39417821168899536,540660000
2010-03-12,0.4345000088214874,0.43575000762939453,0.42899999022483826,0.4312500059604645,0.3955541253089905,520352000
2010-03-15,0.4307500123977661,0.4350000023841858,0.42500001192092896,0.42899999022483826,0.3934903144836426,358904000
2010-03-16,0.42875000834465027,0.4465000033378601,0.4284999966621399,0.4440000057220459,0.4072487950325012,664988000
2010-03-17,0.4465000033378601,0.4584999978542328,0.4465000033378601,0.45249998569488525,0.41504523158073425,651168000
2010-03-18,0.453249990940094,0.453249990940094,0.4325000047683716,0.43650001287460327,0.4003695547580719,740964000
2010-03-19,0.4429999887943268,0.4442499876022339,0.4257499873638153,0.4312500059604645,0.3955541253089905,584612000
